22,made_by,Famous,H1,Famous
146,made_by,hamley,RSt118,hamley
146,made_by,hamley,RSt319,hamley
146,made_by,hamley,RSt320,hamley
146,made_by,hamley,RSt321,hamley
146,made_by,hamley,RSt324,hamley
146,made_by,hamley,RSt325,hamley
146,made_by,hamley,RSt326,hamley
146,made_by,hamley,RSt327,hamley
146,made_by,hamley,RSt329,hamley
146,made_by,hamley,RSt330,hamley
146,made_by,hamley,RSt331,hamley
146,made_by,hamley,RSt332,hamley
146,made_by,hamley,RSt334,hamley
146,made_by,hamley,RSt335,hamley
146,made_by,hamley,RSt336,hamley
146,made_by,hamley,RSt338,hamley
146,made_by,hamley,RSt339,hamley
146,made_by,hamley,RSt340,hamley
146,made_by,hamley,RSt341,hamley
146,made_by,hamley,RSt342,hamley
146,made_by,hamley,RSt344,hamley
146,made_by,hamley,RSt441,hamley
146,made_by,hamley,RSt442,hamley
146,made_by,hamley,RSt445,hamley
146,made_by,hamley,RSt446,hamley
50,made_by,SColumbia,SK12,SColumbia
36,made_by,U.A.,CD8,U.A.
50,made_by,SColumbia,CD22,SColumbia
146,made_by,hamley,FCk1,hamley
146,made_by,hamley,FCk2,hamley
36,made_by,U.A.,FiC1,U.A.
50,made_by,Columbia,GeP40,Columbia
146,made_by,hamley,HeD100,hamley
146,made_by,hamley,HeD102,hamley
146,made_by,hamley,HeD104,hamley
146,made_by,hamley,HeD106,hamley
146,made_by,hamley,HeD109,hamley
146,made_by,hamley,HeD111,hamley
146,made_by,hamley,HeD112,hamley
146,made_by,hamley,HeD113,hamley
146,made_by,hamley,HeD114,hamley
146,made_by,hamley,HeD115,hamley
146,made_by,hamley,HeD116,hamley
146,made_by,hamley,HeD117,hamley
146,made_by,hamley,HeD119,hamley
146,made_by,hamley,HeD120,hamley
146,made_by,hamley,HeD122,hamley
146,made_by,hamley,HeD123,hamley
146,made_by,hamley,HeD125,hamley
146,made_by,hamley,HeD126,hamley
146,made_by,hamley,IML101,hamley
146,made_by,hamley,IML102,hamley
146,made_by,hamley,JNs100,hamley
146,made_by,hamley,JNs101,hamley
146,made_by,hamley,JNs102,hamley
146,made_by,hamley,JNs103,hamley
146,made_by,hamley,JNs104,hamley
146,made_by,hamley,JNs105,hamley
146,made_by,hamley,JNs106,hamley
146,made_by,hamley,JNs107,hamley
146,made_by,hamley,JNs108,hamley
146,made_by,hamley,JNs109,hamley
146,made_by,hamley,JNs110,hamley
146,made_by,hamley,JNs111,hamley
146,made_by,hamley,JNs112,hamley
146,made_by,hamley,JuB101,hamley
146,made_by,hamley,JuB104,hamley
170,made_by,SNewLine,LMa37,SNewLine
22,made_by,Paramount,MR4,Paramount
22,made_by,Paramount,MR15,Paramount
10,made_by,Universal,MR17,Universal
50,made_by,SColumbia,MR19,SColumbia
50,made_by,SColumbia,RoV7,SColumbia
146,made_by,hamley,ArH102,hamley
146,made_by,hamley,ArH103,hamley
146,made_by,hamley,ArH104,hamley
146,made_by,hamley,ArH106,hamley
146,made_by,hamley,ArH108,hamley
146,made_by,hamley,ArH110,hamley
146,made_by,hamley,ArH113,hamley
146,made_by,hamley,ArH114,hamley
146,made_by,hamley,ArH115,hamley
146,made_by,hamley,ArH116,hamley
146,made_by,hamley,ArH117,hamley
10,made_by,Universal,ArH236,Universal
61,made_by,SAllied,AuJ10,SAllied
146,made_by,hamley,DTa100,hamley
146,made_by,hamley,DTa101,hamley
146,made_by,hamley,DTa102,hamley
146,made_by,hamley,DTa103,hamley
146,made_by,hamley,DTa104,hamley
146,made_by,hamley,DTa105,hamley
146,made_by,hamley,DTa106,hamley
44,made_by,SSeven Arts,IFr6,SSeven Arts
22,made_by,Paramount,IFr25,Paramount
75,made_by,Fox,JBC14,Fox
10,made_by,Universal,MiW12,Universal
22,made_by,Paramount,MiW23,Paramount
10,made_by,Universal,RMu37,Universal
22,made_by,Paramount,SJF19,Paramount
161,made_by,Orion,SL1,Orion
22,made_by,Paramount,SL3,Paramount
50,made_by,SColumbia,SL7,SColumbia
30,made_by,SWarners,SL14,SWarners
50,made_by,SColumbia,SL19,SColumbia
30,made_by,SWarners,SL50,SWarners
30,made_by,SWarners,SL52,SWarners
22,made_by,Paramount,SL59,Paramount
10,made_by,Universal,SS4,Universal
10,made_by,Universal,SS5,Universal
45,made_by,MCA,SS6,MCA
30,made_by,SWarners,SS13,SWarners
10,made_by,Universal,SS26,Universal
10,made_by,Universal,SS32,Universal
146,made_by,hamley,SSi115,hamley
30,made_by,SWarners,AN10,SWarners
30,made_by,Warner,ArP5,Warner
30,made_by,SWarners,ArP15,SWarners
146,made_by,hamley,BoS50,hamley
146,made_by,hamley,BoS61,hamley
146,made_by,hamley,BoS62,hamley
30,made_by,SWarners,BoS75,SWarners
146,made_by,hamley,DLR3,hamley
146,made_by,hamley,DLR4,hamley
10,made_by,Universal,DLR5,Universal
10,made_by,Universal,DLR10,Universal
146,made_by,hamley,DVs1,hamley
148,made_by,SCarosse,FT2,SCarosse
148,made_by,SCarosse,FT4,SCarosse
148,made_by,SCarosse,FT6,SCarosse
80,made_by,Pinewood,FT7,Pinewood
148,made_by,Carosse,FT8,Carosse
148,made_by,SCarosse,FT9,SCarosse
148,made_by,SCarosse,FT10,SCarosse
148,made_by,SCarosse,FT12,SCarosse
148,made_by,SCarosse,FT13,SCarosse
148,made_by,SCarosse,FT14,SCarosse
148,made_by,SCarosse,FT15,SCarosse
148,made_by,Carosse,FT16,Carosse
148,made_by,Carosse,FT18,Carosse
148,made_by,SCarosse,FT20,SCarosse
148,made_by,Carosse,FT21,Carosse
148,made_by,SCarosse,FT28,SCarosse
148,made_by,SCarosse,FT30,SCarosse
50,made_by,SColumbia,IGi10,SColumbia
30,made_by,SWarners,IrK15,SWarners
161,made_by,SOrion,IrK25,SOrion
22,made_by,Paramount,JCa7,Paramount
136,made_by,SMGM British,JCa9,SMGM British
22,made_by,Paramount,KRz25,Paramount
169,made_by,TriStar,KRz40,TriStar
30,made_by,SWarners,MdC10,SWarners
146,made_by,hamley,NLl93,hamley
146,made_by,hamley,NLl95,hamley
146,made_by,hamley,NLl96,hamley
146,made_by,hamley,NLl97,hamley
146,made_by,hamley,NLl98,hamley
146,made_by,hamley,NLl99,hamley
146,made_by,hamley,NLl100,hamley
146,made_by,hamley,NLl103,hamley
146,made_by,hamley,NLl104,hamley
146,made_by,hamley,NLl107,hamley
146,made_by,hamley,NLl108,hamley
146,made_by,hamley,NLl109,hamley
146,made_by,hamley,NLl111,hamley
146,made_by,hamley,NLl113,hamley
146,made_by,hamley,NLl114,hamley
146,made_by,hamley,NLl115,hamley
137,made_by,SAstor,RCu10,SAstor
50,made_by,Columbia,SHo2,Columbia
146,made_by,hamley,WWh50,hamley
146,made_by,hamley,ChH10,hamley
61,made_by,SAllied,DPt19,SAllied
148,made_by,SCarosse,ERr37,SCarosse
146,made_by,hamley,INw30,hamley
146,made_by,hamley,INw31,hamley
146,made_by,hamley,INw32,hamley
146,made_by,hamley,INw33,hamley
146,made_by,hamley,LeH10,hamley
146,made_by,hamley,Leh20,hamley
146,made_by,hamley,Leh21,hamley
146,made_by,hamley,PlA100,hamley
146,made_by,hamley,PlA101,hamley
50,made_by,SColumbia,PWe2,SColumbia
146,made_by,hamley,SRo1,hamley
146,made_by,hamley,SRo2,hamley
146,made_by,hamley,SRo3,hamley
146,made_by,hamley,SRo4,hamley
30,made_by,SWarners,SRo20,SWarners
30,made_by,SWarners,SRo35,SWarners
10,made_by,Universal,TRs23,Universal
161,made_by,SOrion,TRs25,SOrion
30,made_by,SWarners,VJD2,SWarners
146,made_by,hamley,ACj110,hamley
146,made_by,hamley,ACj111,hamley
146,made_by,hamley,ACj112,hamley
146,made_by,hamley,ACj113,hamley
146,made_by,hamley,ACj115,hamley
146,made_by,hamley,ACj116,hamley
146,made_by,hamley,ACj117,hamley
146,made_by,hamley,ACj119,hamley
146,made_by,hamley,ACj120,hamley
146,made_by,hamley,ACj121,hamley
146,made_by,hamley,ACj122,hamley
146,made_by,hamley,ACj123,hamley
146,made_by,hamley,ACj124,hamley
146,made_by,hamley,ACj125,hamley
146,made_by,hamley,ACj127,hamley
146,made_by,hamley,ACj128,hamley
145,made_by,SFilmservice,BiK10,SFilmservice
22,made_by,Paramount,DuC10,Paramount
146,made_by,hamley,GeR1,hamley
146,made_by,hamley,GSj1,hamley
146,made_by,hamley,GSj2,hamley
146,made_by,hamley,HAG1,hamley
22,made_by,Paramount,JL5,Paramount
22,made_by,Paramount,JL10,Paramount
22,made_by,Paramount,JL13,Paramount
22,made_by,Paramount,JL15,Paramount
30,made_by,Warners,JWa2,Warners
110,made_by,SNew World,MeW30,SNew World
146,made_by,hamley,AKj10,hamley
146,made_by,hamley,AKj11,hamley
146,made_by,hamley,AKj12,hamley
146,made_by,hamley,AKj13,hamley
146,made_by,hamley,AKj14,hamley
146,made_by,hamley,AKj15,hamley
146,made_by,hamley,AKj17,hamley
146,made_by,hamley,AKj18,hamley
146,made_by,hamley,AKj19,hamley
146,made_by,hamley,AKj21,hamley
22,made_by,Paramount,EOB1,Paramount
30,made_by,SWarners,FrF45,SWarners
161,made_by,SOrion,GeW5,SOrion
50,made_by,SColumbia,GoH54,SColumbia
30,made_by,SWarners,JoQ10,SWarners
22,made_by,Paramount,MBd10,Paramount
50,made_by,SColumbia,RDL15,SColumbia
30,made_by,SWarners,RDL19,SWarners
22,made_by,Paramount,RoP5,Paramount
22,made_by,Paramount,RoP9,Paramount
36,made_by,U.A.,SaP20,U.A.
30,made_by,Warners,SeL55,Warners
75,made_by,Fox,BB8,Fox
163,made_by,SMiramax,BB17,SMiramax
146,made_by,hamley,BGi10,hamley
146,made_by,hamley,BGi11,hamley
146,made_by,hamley,BGi13,hamley
146,made_by,hamley,BGi16,hamley
146,made_by,hamley,BGi17,hamley
146,made_by,hamley,BGi18,hamley
146,made_by,hamley,BGi19,hamley
146,made_by,hamley,BGi20,hamley
146,made_by,hamley,BGi21,hamley
50,made_by,SColumbia,CJ4,SColumbia
10,made_by,Universal,FPy10,Universal
22,made_by,Paramount,FPy20,Paramount
10,made_by,Universal,GRH5,Universal
10,made_by,Universal,GRH9,Universal
10,made_by,Universal,GRH10,Universal
30,made_by,Warner,GRH11,Warner
146,made_by,hamley,JsL10,hamley
30,made_by,SWarners,LHM1,SWarners
50,made_by,SColumbia,PY19,SColumbia
169,made_by,STriStar,PY25,STriStar
30,made_by,SWarners,RD9,SWarners
30,made_by,SWarners,RD15,SWarners
50,made_by,SColumbia,RD30,SColumbia
30,made_by,SWarners,RD37,SWarners
50,made_by,SColumbia,RNe1,SColumbia
146,made_by,hamley,SP5,hamley
146,made_by,hamley,SP6,hamley
50,made_by,SColumbia,SP25,SColumbia
22,made_by,Paramount,SP31,Paramount
30,made_by,SWarners,SP40,SWarners
30,made_by,SWarners,SP45,SWarners
30,made_by,SWarners,SP49,SWarners
50,made_by,Columbia,SP55,Columbia
50,made_by,Columbia,SP57,Columbia
10,made_by,Universal,SP61,Universal
22,made_by,Paramount,SP67,Paramount
22,made_by,Paramount,ASe10,Paramount
30,made_by,SWarners,BdY6,SWarners
30,made_by,SWarners,FFC3,SWarners
22,made_by,Paramount,FFC6,Paramount
121,made_by,SZoetrope,FFC12,SZoetrope
50,made_by,SColumbia,FFC26,SColumbia
30,made_by,SWarners,FJS5,SWarners
30,made_by,Warners,FJS29,Warners
146,made_by,hamley,HvH11,hamley
146,made_by,hamley,HvH12,hamley
146,made_by,hamley,HvH14,hamley
10,made_by,Universal,ILa34,Universal
22,made_by,Paramount,ILa38,Paramount
22,made_by,Paramount,ILa55,Paramount
146,made_by,hamley,JaS10,hamley
146,made_by,hamley,JaS11,hamley
146,made_by,hamley,JaS12,hamley
146,made_by,hamley,JaS13,hamley
146,made_by,hamley,JaS13,hamley
10,made_by,Universal,JaS40,Universal
10,made_by,Universal,JaS46,Universal
10,made_by,Universal,JaS48,Universal
146,made_by,hamley,JSn10,hamley
30,made_by,SWarners,NJ16,SWarners
50,made_by,SColumbia,NJ20,SColumbia
22,made_by,Paramount,PK3,Paramount
30,made_by,SWarners,PK7,SWarners
146,made_by,hamley,RtD10,hamley
146,made_by,hamley,RtD13,hamley
146,made_by,hamley,HaM11,hamley
166,made_by,SBuena Vista,IDk30,SBuena Vista
10,made_by,Universal,JGs6,Universal
10,made_by,Universal,JGs20,Universal
10,made_by,Universal,JGs31,Universal
30,made_by,SWarners,KRu4,SWarners
146,made_by,hamley,LwT10,hamley
161,made_by,SOrion,LwT50,SOrion
157,made_by,SGranada,MAp7,SGranada
10,made_by,Universal,MAp27,Universal
170,made_by,SNewLine,MAp45,SNewLine
22,made_by,Paramount,MF7,Paramount
22,made_by,Paramount,MF8,Paramount
44,made_by,even Arts,PTw1,even Arts
146,made_by,hamley,WFr10,hamley
146,made_by,hamley,WFr11,hamley
146,made_by,hamley,WFr12,hamley
146,made_by,hamley,WFr13,hamley
146,made_by,hamley,WFr14,hamley
30,made_by,SWarners,WFr36,SWarners
165,made_by,SLorimar,WFr42,SLorimar
22,made_by,Paramount,WFr75,Paramount
38,made_by,MGM,AMD3,MGM
10,made_by,Universal,CCG7,Universal
4,made_by,SParis,CCG8,SParis
169,made_by,STriStar,CCG15,STriStar
50,made_by,SColumbia,EtS7,SColumbia
30,made_by,SWarners,FrP2,SWarners
146,made_by,hamley,HCo10,hamley
30,made_by,SWarners,IBo5,SWarners
30,made_by,SWarners,IBo7,SWarners
30,made_by,Warners,IBo20,Warners
50,made_by,SColumbia,JBH10,SColumbia
50,made_by,SColumbia,SSa10,SColumbia
30,made_by,SWarners,WCo10,SWarners
50,made_by,SColumbia,BBw10,SColumbia
10,made_by,Universal,EBy10,Universal
22,made_by,Paramount,FZe2,Paramount
50,made_by,Columbia,GiG10,Columbia
30,made_by,SWarners,HyA3,SWarners
22,made_by,Paramount,JSg22,Paramount
10,made_by,Universal,JSk25,Universal
30,made_by,SWarners,MeG12,SWarners
36,made_by,U.A.,MN2,U.A.
50,made_by,SColumbia,MN6,SColumbia
22,made_by,Paramount,MN11,Paramount
22,made_by,Paramount,MN22,Paramount
30,made_by,SWarners,REM5,SWarners
50,made_by,SColumbia,SNz10,SColumbia
50,made_by,SColumbia,ADr10,SColumbia
10,made_by,Universal,BuK5,Universal
50,made_by,SColumbia,CaR1,SColumbia
50,made_by,SColumbia,CaR5,SColumbia
30,made_by,SWarners,CaR15,SWarners
10,made_by,Universal,CaR20,Universal
30,made_by,SWarners,CaR21,SWarners
50,made_by,SColumbia,CaR24,SColumbia
10,made_by,Universal,CaR38,Universal
38,made_by,MGM,IAv16,MGM
50,made_by,SColumbia,IAv18,SColumbia
30,made_by,SWarners,IAv19,SWarners
22,made_by,Paramount,LaJ13,Paramount
30,made_by,SWarners,MRt5,SWarners
22,made_by,Paramount,MRt7,Paramount
10,made_by,Universal,MRt11,Universal
10,made_by,Universal,MRt18,Universal
30,made_by,SWarners,PCo13,SWarners
30,made_by,SWarners,ToL10,SWarners
110,made_by,SNew World,AnP7,SNew World
50,made_by,SColumbia,BdP11,SColumbia
162,made_by,SFilmways,BdP14,SFilmways
10,made_by,Universal,BdP16,Universal
50,made_by,SColumbia,BdP17,SColumbia
50,made_by,SColumbia,BdP19,SColumbia
50,made_by,SColumbia,BdP21,SColumbia
10,made_by,Universal,BdP26,Universal
22,made_by,Paramount,BdP30,Paramount
22,made_by,Paramount,BzK8,Paramount
22,made_by,Paramount,BzK20,Paramount
10,made_by,Universal,GiC10,Universal
30,made_by,SWarners,GiC12,SWarners
30,made_by,SWarners,JOC10,SWarners
123,made_by,SBox Office,JRl10,SBox Office
123,made_by,SBox Office,JRl15,SBox Office
123,made_by,SBox Office,JRl20,SBox Office
50,made_by,SColumbia,KBi5,SColumbia
30,made_by,SWarners,MB3,SWarners
30,made_by,SWarners,MRy1,SWarners
22,made_by,Paramount,MRy21,Paramount
22,made_by,Paramount,PBo2,Paramount
30,made_by,SWarners,PBo5,SWarners
22,made_by,Paramount,PBo6,Paramount
50,made_by,SColumbia,PBo9,SColumbia
10,made_by,Universal,PBo15,Universal
30,made_by,SWarners,PlB12,SWarners
30,made_by,SWarners,PlB20,SWarners
30,made_by,SWarners,UlG3,SWarners
22,made_by,Paramount,WLW10,Paramount
30,made_by,SWarners,BSc25,SWarners
50,made_by,SColumbia,BSc28,SColumbia
30,made_by,SWarners,DCa5,SWarners
50,made_by,SColumbia,HbR6,SColumbia
22,made_by,Paramount,HbR21,Paramount
169,made_by,STriStar,HbR30,STriStar
166,made_by,SBuena Vista,HbR31,SBuena Vista
50,made_by,SColumbia,IDx5,SColumbia
50,made_by,SColumbia,RA2,SColumbia
50,made_by,SColumbia,RA5,SColumbia
161,made_by,SOrion,WA10,SOrion
161,made_by,SOrion,WA12,SOrion
161,made_by,SOrion,WA13,SOrion
161,made_by,Orion,WA14,Orion
161,made_by,SOrion,WA15,SOrion
161,made_by,SOrion,WA17,SOrion
161,made_by,SOrion,WA19,SOrion
10,made_by,Universal,WiG10,Universal
50,made_by,SColumbia,Z1010,SColumbia
162,made_by,SFilmways,BGH20,SFilmways
125,made_by,SGolden Harvest,BGH26,SGolden Harvest
50,made_by,SColumbia,BRf1,SColumbia
50,made_by,SColumbia,BRf2,SColumbia
30,made_by,SWarners,BRf20,SWarners
161,made_by,SOrion,DCr14,SOrion
165,made_by,Lorimar,DCr17,Lorimar
75,made_by,Fox,DCr20,Fox
22,made_by,Paramount,EMa10,Paramount
50,made_by,SColumbia,EMa25,SColumbia
50,made_by,Columbia,FSc18,Columbia
22,made_by,Paramount,HAs2,Paramount
50,made_by,SColumbia,HAs3,SColumbia
50,made_by,SColumbia,HAs4,SColumbia
165,made_by,SLorimar,HAs7,SLorimar
22,made_by,Paramount,HAs9,Paramount
165,made_by,SLorimar,HAs10,SLorimar
22,made_by,Paramount,HWe10,Paramount
50,made_by,SColumbia,JaB5,SColumbia
10,made_by,Universal,JSb3,Universal
10,made_by,Universal,JSb10,Universal
30,made_by,SWarners,JSb13,SWarners
30,made_by,SWarners,KCo20,SWarners
30,made_by,SWarners,MS4,SWarners
50,made_by,SColumbia,MS5,SColumbia
75,made_by,Fox,MS19,Fox
30,made_by,Warners,MS20,Warners
30,made_by,SWarners,MWa10,SWarners
50,made_by,SColumbia,PM1,SColumbia
30,made_by,SWarners,PM3,SWarners
30,made_by,SWarners,RBe2,SWarners
50,made_by,SColumbia,RBe3,SColumbia
22,made_by,Paramount,RBe19,Paramount
170,made_by,SNewLine,WCr15,SNewLine
30,made_by,SWarners,AJP1,SWarners
22,made_by,Paramount,AJP2,Paramount
30,made_by,SWarners,AJP15,SWarners
10,made_by,Universal,CEa2,Universal
30,made_by,SWarners,CEa4,SWarners
10,made_by,Universal,CEa6,Universal
30,made_by,SWarners,CEa9,SWarners
119,made_by,SMalpaso,CEa10,SMalpaso
119,made_by,SMalpaso,CEa12,SMalpaso
119,made_by,SMalpaso,CEa14,SMalpaso
30,made_by,SWarners,CEa15,SWarners
30,made_by,SWarners,CEa17,SWarners
119,made_by,Malpaso,CEa21,Malpaso
22,made_by,Paramount,CoH1,Paramount
10,made_by,Universal,CoH3,Universal
10,made_by,Universal,DTr3,Universal
30,made_by,SWarners,EPe10,SWarners
10,made_by,Universal,GgL2,Universal
22,made_by,Paramount,HJ7,Paramount
10,made_by,Universal,IBa7,Universal
22,made_by,Paramount,IBa9,Paramount
10,made_by,Universal,IBa10,Universal
50,made_by,SColumbia,IBa13,SColumbia
50,made_by,SColumbia,IvR4,SColumbia
50,made_by,Columbia,IvR6,Columbia
10,made_by,Universal,IvR14,Universal
165,made_by,Lorimar,MvC30,Lorimar
22,made_by,Paramount,PWr8,Paramount
30,made_by,SWarners,PWr10,SWarners
22,made_by,Paramount,PWr21,Paramount
22,made_by,Paramount,RBa12,Paramount
30,made_by,Warners,SPo2,Warners
50,made_by,SColumbia,Spo8,SColumbia
30,made_by,Warners,StF5,Warners
50,made_by,SColumbia,StF12,SColumbia
