22,made_by,Famous,H1,Famous
50,made_by,SColumbia,StF14,SColumbia
157,made_by,SGranada,EuM10,SGranada
30,made_by,SWarners,GCS10,SWarners
10,made_by,Universal,JeJ10,Universal
163,made_by,SMiramax,PMe30,SMiramax
36,made_by,U.A.,RAC10,U.A.
30,made_by,SWarners,AMy18,SWarners
30,made_by,SWarners,AMy20,SWarners
161,made_by,SOrion,APa20,SOrion
153,made_by,STodrest,GKc4,STodrest
22,made_by,Paramount,IWo40,Paramount
36,made_by,U.A.,MCi1,U.A.
30,made_by,SWarners,MiC20,SWarners
30,made_by,SWarners,RbC20,SWarners
50,made_by,SColumbia,TMa1,SColumbia
22,made_by,Paramount,TMa10,Paramount
10,made_by,Universal,DaG6,Universal
10,made_by,Universal,ICa9,Universal
184,made_by,SRegency,ICa20,SRegency
22,made_by,Paramount,ICa25,Paramount
110,made_by,SNew World,JDe1,SNew World
110,made_by,SNew World,JDe3,SNew World
10,made_by,Universal,JDe10,Universal
30,made_by,SWarners,JDe15,SWarners
169,made_by,STriStar,JMS9,STriStar
10,made_by,Univeral,JSz3,Univeral
10,made_by,Universal,JSz4,Universal
22,made_by,Paramount,SBs10,Paramount
161,made_by,SOrion,StC30,SOrion
50,made_by,SColumbia,HeB12,SColumbia
161,made_by,SOrion,JKp33,SOrion
160,made_by,Double,NSg10,Double
22,made_by,Paramount,RaK5,Paramount
50,made_by,SColumbia,RaK7,SColumbia
10,made_by,Universal,RKi10,Universal
10,made_by,Universal,TGi5,Universal
50,made_by,SColumbia,TGi6,SColumbia
22,made_by,Paramount,TNu10,Paramount
22,made_by,Paramount,WHl4,Paramount
22,made_by,Paramount,WHl10,Paramount
10,made_by,Universal,WHl15,Universal
10,made_by,Universal,WHl30,Universal
30,made_by,SWarners,WWi10,SWarners
22,made_by,Paramount,BeG10,Paramount
160,made_by,SDouble,BRB3,SDouble
50,made_by,SColumbia,CkB10,SColumbia
30,made_by,SWarners,JFg10,SWarners
10,made_by,Universal,JoD26,Universal
22,made_by,Paramount,JsF10,Paramount
30,made_by,Warners,LIC20,Warners
161,made_by,SOrion,LIC30,SOrion
36,made_by,U.A.,MMi10,U.A.
30,made_by,SWarners,RHo5,SWarners
10,made_by,Universal,RHo22,Universal
10,made_by,Universal,RHo29,Universal
10,made_by,Universal,RHo34,Universal
110,made_by,SNew World,SRf21,SNew World
22,made_by,Paramount,TKo22,Paramount
163,made_by,SMiramax,WiW20,SMiramax
30,made_by,SWarners,HNe25,SWarners
50,made_by,SColumbia,JNi1,SColumbia
22,made_by,Paramount,JNi20,Paramount
50,made_by,SColumbia,JNi24,SColumbia
22,made_by,Paramount,MPr1,Paramount
22,made_by,Paramount,MPr6,Paramount
10,made_by,Universal,MPr11,Universal
116,made_by,Hallmark,MPr25,Hallmark
22,made_by,Paramount,RCj10,Paramount
30,made_by,SWarners,RDo30,SWarners
10,made_by,Universal,RDo36,Universal
10,made_by,Universal,SRi9,Universal
22,made_by,Paramount,SRi18,Paramount
30,made_by,SWarners,BvH10,SWarners
22,made_by,Paramount,FMx10,Paramount
10,made_by,Universal,HoZ10,Universal
30,made_by,SWarners,HoZ12,SWarners
50,made_by,SColumbia,HoZ24,SColumbia
158,made_by,SCarolco,JCm20,SCarolco
22,made_by,Paramount,JCm28,Paramount
10,made_by,Universal,PSc1,Universal
50,made_by,SColumbia,PSc10,SColumbia
22,made_by,Paramount,PSc12,Paramount
10,made_by,Universal,PSc20,Universal
193,made_by,SLionsGate,PSc41,SLionsGate
30,made_by,SWarners,RS3,SWarners
75,made_by,Fox,RS8,Fox
10,made_by,Universal,RS28,Universal
22,made_by,Paramount,TCh1,Paramount
10,made_by,Universal,TCh2,Universal
22,made_by,Paramount,WBe1,Paramount
10,made_by,Universal,AAl6,Universal
10,made_by,Universal,AAl10,Universal
30,made_by,SWarners,ABr3,SWarners
30,made_by,SWarners,ABr4,SWarners
10,made_by,Universal,BWN1,Universal
10,made_by,Universal,HBe10,Universal
170,made_by,NewLine,HBe15,NewLine
22,made_by,Paramount,MBr10,Paramount
10,made_by,Universal,MBr19,Universal
22,made_by,Paramount,MM20,Paramount
30,made_by,SWarners,NiM5,SWarners
22,made_by,Paramount,NiM30,Paramount
22,made_by,Paramount,NiM30,Paramount
22,made_by,Paramount,EBi10,Paramount
30,made_by,SWarners,HaR1,SWarners
30,made_by,SWarners,HaR10,SWarners
50,made_by,SColumbia,IBy15,SColumbia
22,made_by,Paramount,JiA1,Paramount
22,made_by,Paramount,JiA10,Paramount
10,made_by,Universal,JoS1,Universal
10,made_by,Universal,JoS5,Universal
50,made_by,SColumbia,JoS12,SColumbia
30,made_by,SWarners,JoS18,SWarners
30,made_by,Warners,MBm1,Warners
161,made_by,SOrion,MDa10,SOrion
163,made_by,SMiramax,PAl12,SMiramax
163,made_by,SMiramax,PAl14,SMiramax
30,made_by,Warners,PHa10,Warners
22,made_by,Paramount,RFM10,Paramount
186,made_by,STurner,RFM20,STurner
10,made_by,Universal,RGr10,Universal
165,made_by,SLorimar,RKa10,SLorimar
166,made_by,SBuena Vista,RR4,SBuena Vista
22,made_by,Paramount,TaH5,Paramount
50,made_by,SColumbia,TaH6,SColumbia
50,made_by,SColumbia,THu30,SColumbia
10,made_by,Universal,WaB10,Universal
30,made_by,SWarners,AbF27,SWarners
30,made_by,SWarners,AnB10,SWarners
22,made_by,Paramount,BiP10,Paramount
22,made_by,Paramount,DSt10,Paramount
22,made_by,Paramount,FRo10,Paramount
22,made_by,Paramount,FRo20,Paramount
167,made_by,Galaxie,JJB1,Galaxie
10,made_by,Universal,JnT10,Universal
161,made_by,SOrion,OlS9,SOrion
184,made_by,Regency,OlS18,Regency
10,made_by,Universal,OzS10,Universal
115,made_by,S:Trans-American,QMa12,S:Trans-American
10,made_by,Universal,RFr15,Universal
75,made_by,Fox,RMq8,Fox
50,made_by,SColumbia,RMq10,SColumbia
165,made_by,Lorimar,SHS10,Lorimar
166,made_by,SBuena Vista,SMi10,SBuena Vista
22,made_by,Paramount,WoP18,Paramount
10,made_by,Universal,AmH10,Universal
30,made_by,SWarners,AmH20,SWarners
169,made_by,STriStar,BLe10,STriStar
169,made_by,STriStar,BLe11,STriStar
30,made_by,SWarners,BLe22,SWarners
10,made_by,Universal,BrP10,Universal
121,made_by,SZoetrope,CDe10,SZoetrope
161,made_by,SOrion,DaD10,SOrion
75,made_by,Fox,GyM4,Fox
22,made_by,Paramount,GyM22,Paramount
22,made_by,Paramount,GyM30,Paramount
38,made_by,SGoldwyn,IDu21,SGoldwyn
163,made_by,SMiramax,IDu24,SMiramax
10,made_by,Universal,JPK15,Universal
170,made_by,SNewLine,JSo15,SNewLine
22,made_by,Paramount,KFi10,Paramount
30,made_by,SWarners,LaK1,SWarners
30,made_by,SWarners,LaK13,SWarners
30,made_by,SWarners,LaK18,SWarners
22,made_by,Paramount,NeJ16,Paramount
163,made_by,SMiramax,NeJ22,SMiramax
22,made_by,Paramount,PaB10,Paramount
161,made_by,SOrion,RiB21,SOrion
30,made_by,SWarners,RiB25,SWarners
30,made_by,SWarners,RT1,SWarners
161,made_by,SOrion,SuS12,SOrion
165,made_by,Lorimar,SuS20,Lorimar
50,made_by,SColumbia,WaW4,SColumbia
50,made_by,SColumbia,WaW5,SColumbia
22,made_by,Paramount,AdL5,Paramount
22,made_by,Paramount,AdL10,Paramount
22,made_by,Paramount,AdL16,Paramount
38,made_by,SGoldwyn,AdL20,SGoldwyn
50,made_by,SColumbia,BSt5,SColumbia
10,made_by,Universal,JKw5,Universal
22,made_by,Paramount,JLB1,Paramount
50,made_by,SColumbia,MaC11,SColumbia
163,made_by,SMiramax,PGr16,SMiramax
172,made_by,SCastle Rock,RbR10,SCastle Rock
172,made_by,Castle Rock,RbR12,Castle Rock
172,made_by,Castle Rock,RbR14,Castle Rock
22,made_by,Paramount,ToS5,Paramount
22,made_by,Paramount,ToS10,Paramount
187,made_by,SGraniet,AvW16,SGraniet
30,made_by,SWarners,HuW10,SWarners
30,made_by,SWarners,HuW12,SWarners
30,made_by,SWarners,HuW15,SWarners
30,made_by,SWarners,IHu25,SWarners
163,made_by,SMiramax,JCi14,SMiramax
22,made_by,Paramount,LeN3,Paramount
22,made_by,Paramount,LeN12,Paramount
165,made_by,SLorimar,NiC10,SLorimar
30,made_by,SWarners,Pri2,SWarners
10,made_by,Universal,RCn36,Universal
10,made_by,Universal,RCn39,Universal
30,made_by,SWarners,RTu1,SWarners
188,made_by,Pixar,ILt15,Pixar
30,made_by,SWarners,IsS10,SWarners
25,made_by,World,ITu10,World
169,made_by,TriStar,MDi10,TriStar
80,made_by,Pinewood,TiB6,Pinewood
30,made_by,SWarners,TiB12,SWarners
161,made_by,Orion,ABu10,Orion
10,made_by,Universal,APe10,Universal
22,made_by, Paramount,HoD24, Paramount
22,made_by,Paramount,PFa1,Paramount
161,made_by,SOrion,RMa10,SOrion
30,made_by,SWarners,SpJ7,SWarners
10,made_by,Universal,SpJ8,Universal
30,made_by,SWarners,DMa12,SWarners
170,made_by,SNewLine,MzI15,SNewLine
170,made_by,SNewLine,RHv10,SNewLine
30,made_by,SWarners,ADv15,SWarners
30,made_by,SWarners,ADv17,SWarners
50,made_by,SColumbia,AgH1,SColumbia
10,made_by,Universal,GvR10,Universal
22,made_by,Paramount,ICo10,Paramount
170,made_by,SNewLine,KSR35,SNewLine
22,made_by,Paramount,MFi16,Paramount
166,made_by,SBuena Vista,RkM16,SBuena Vista
30,made_by,SWarners,SLo2,SWarners
50,made_by,SColumbia,xSz10,SColumbia
161,made_by,SOrion,BNu1,SOrion
30,made_by,SWarners,CCw2,SWarners
50,made_by,SColumbia,ChG2,SColumbia
22,made_by,Paramount,EMu1,Paramount
169,made_by,STriStar,EZw1,STriStar
10,made_by,Universal,EZw4,Universal
10,made_by,Universal,GDG1,Universal
163,made_by,SMiramax,GTo1,SMiramax
166,made_by,SBuena Vista,JJo2,SBuena Vista
10,made_by,Universal,JJo10,Universal
22,made_by,Paramount,KBr3,Paramount
50,made_by,Columbia,LPu1,Columbia
163,made_by,SMiramax,MCJ1,SMiramax
30,made_by,SWarners,MCJ12,SWarners
30,made_by,SWarners,MCJ14,SWarners
22,made_by,Paramount,MLa10,Paramount
172,made_by,Castle Rock,MLm5,Castle Rock
22,made_by,Paramount,PhN14,Paramount
22,made_by,Paramount,PhN17,Paramount
22,made_by,Paramount,PhN20,Paramount
161,made_by,SOrion,StS1,SOrion
161,made_by,SOrion,StS2,SOrion
10,made_by,Universal,StS10,Universal
161,made_by,SOrion,AMz5,SOrion
50,made_by,SColumbia,EmE10,SColumbia
186,made_by,STurner,FFf10,STurner
30,made_by,SWarners,HoF10,SWarners
10,made_by,Universal,IMN15,Universal
10,made_by,Universal,LuM10,Universal
30,made_by,SWarners,MiJ10,SWarners
30,made_by,SWarners,PhJ13,SWarners
161,made_by,SOrion,PLe10,SOrion
50,made_by,SColumbia,RHr12,SColumbia
22,made_by,Paramount,RnH13,Paramount
50,made_by,SColumbia,RRe10,SColumbia
170,made_by,SNewLine,SBa10,SNewLine
172,made_by,S:CastleRock,WhS5,S:CastleRock
184,made_by,SRegency,AGl10,SRegency
184,made_by,Regency,AGl12,Regency
38,made_by,SGoldwyn,AMi10,SGoldwyn
22,made_by,Paramount,BSo1,Paramount
22,made_by,Paramount,BSo5,Paramount
10,made_by,Universal,BSo6,Universal
170,made_by,SNewLine,DMH10,SNewLine
22,made_by,Paramount,EDi10,Paramount
161,made_by,Orion,IBl15,Orion
50,made_by,SColumbia,ISn4,SColumbia
10,made_by,Universal,JAv10,Universal
161,made_by,SOrion,JoF1,SOrion
150,made_by,SBavaria,JoB10,SBavaria
22,made_by,Paramount,KeR10,Paramount
30,made_by,SWarners,KeH10,SWarners
166,made_by,SBuena Vista,MAD10,SBuena Vista
161,made_by,SOrion,PHw10,SOrion
166,made_by,S:Buena Vista,TLW5,S:Buena Vista
38,made_by,SGoldwyn,Z9120,SGoldwyn
170,made_by,SNewLine,AbH1,SNewLine
163,made_by,SMiramax,AfA10,SMiramax
38,made_by,SGoldwyn,AWk10,SGoldwyn
163,made_by,SMiramax,BKi10,SMiramax
75,made_by,Fox,BKi12,Fox
10,made_by,Universal,BLv15,Universal
170,made_by,SNewLine,DPr12,SNewLine
170,made_by,SNewLine,GeQ10,SNewLine
150,made_by,SBavaria,HDl10,SBavaria
163,made_by,SMiramax,QTa3,SMiramax
163,made_by,SMiramax,RrB18,SMiramax
22,made_by,Paramount,xNa10,Paramount
30,made_by,SWarners,BeM10,SWarners
50,made_by,SColumbia,BJR10,SColumbia
74,made_by,SRepublic,CaS10,SRepublic
163,made_by,SMiramax,IMd17,SMiramax
50,made_by,SColumbia,RbH10,SColumbia
161,made_by,SOrion,RHk10,SOrion
50,made_by,SColumbia,RRz10,SColumbia
22,made_by,Paramount,SiW13,Paramount
22,made_by,Paramount,StZ1,Paramount
22,made_by,Paramount,StZ5,Paramount
10,made_by,Universal,BnS10,Universal
152,made_by,SFantasy,CFd10,SFantasy
170,made_by,SNewLine,CRu10,SNewLine
30,made_by,SWarners,GGC10,SWarners
163,made_by,SMiramax,LMg10,SMiramax
170,made_by,NewLine,PFr10,NewLine
50,made_by,SColumbia,PlW10,SColumbia
38,made_by,SGoldwyn,RTr10,SGoldwyn
30,made_by,SWarners,SSl1,SWarners
22,made_by,Paramount,BTh10,Paramount
163,made_by,SMiramax,DBo10,SMiramax
166,made_by,SBuena Vista,Z9510,SBuena Vista
50,made_by,SColumbia,DLi13,SColumbia
22,made_by,Paramount,GHb10,Paramount
22,made_by,Paramount,JtF3,Paramount
22,made_by,Paramount,RHg10,Paramount
10,made_by,Universal,Z9615,Universal
22,made_by,Paramount,ScW10,Paramount
10,made_by,Universal,TSy10,Universal
10,made_by,Universal,TSy12,Universal
10,made_by,Universal,DEl10,Universal
30,made_by,SWarners,GGy10,SWarners
116,made_by,Hallmark,JfB10,Hallmark
75,made_by,Fox,SfS10,Fox
163,made_by,Miramax,Z9890,Miramax
10,made_by,Universal,Z9895,Universal
30,made_by,Warners,Z9915,Warners
24,made_by,UFA,EL37,UFA
75,made_by,Fox,JLM17,Fox
50,made_by,Columbia,SRa5,Columbia
22,made_by,Paramount,EL37,Paramount
22,made_by,Famous,H2,Famous
47,made_by,Wardour,H3,Wardour
47,made_by,Wardour,H5,Wardour
55,made_by,Emelka,H8,Emelka
47,made_by,Wardour,H10,Wardour
47,made_by,Wardour,H11,Wardour
47,made_by,Wardour,H13,Wardour
47,made_by,Wardour,H14,Wardour
47,made_by,Wardour,H16,Wardour
47,made_by,Wardour,H17,Wardour
47,made_by,Wardour,H19,Wardour
47,made_by,Wardour,H22,Wardour
47,made_by,Wardour,H23,Wardour
47,made_by,Wardour,H24,Wardour
36,made_by,U.A.,H33,U.A.
36,made_by,U.A.,H42,U.A.
36,made_by,U.A.,H44,U.A.
136,made_by,MGM British,H46,MGM British
20,made_by,MPSA,HHS3,MPSA
20,made_by,MPSA,HHS8,MPSA
38,made_by,Goldwyn,AK90,Goldwyn
22,made_by,Paramount,ISR5,Paramount
22,made_by,Paramount,FM10,Paramount
38,made_by,MGM,CBw9,MGM
47,made_by,Wardour,GCt20,Wardour
47,made_by,Wardour,GCt21,Wardour
30,made_by,Warners,GP13,Warners
38,made_by,Goldwyn,RC13,Goldwyn
20,made_by,London,WKH50,London
22,made_by,Paramount,WW67,Paramount
30,made_by,Warners,GMy20,Warners
30,made_by,Warners,DaB33,Warners
51,made_by,Gainsborough,DMD40,Gainsborough
60,made_by,RKO,FeF12,RKO
10,made_by,Universal,LMC19,Universal
30,made_by,Warners,GC48,Warners
51,made_by,Gainsborough,RoS3,Gainsborough
51,made_by,Gainsborough,VrM40,Gainsborough
79,made_by,elznick,CR18,elznick
45,made_by,MCA,EGU1,MCA
74,made_by,Republic,WWn300,Republic
61,made_by,Allied,IH38,Allied
20,made_by,London,DL10,London
80,made_by,Pinewood,JLM17,Pinewood
50,made_by,Columbia,KeA43,Columbia
38,made_by,MGM,PUs6,MGM
60,made_by,RKO,NR7,RKO
75,made_by,Fox,RaT26,Fox
30,made_by,Warners,IGu28,Warners
30,made_by,Warners,FF15,Warners
60,made_by,RKO,IdL3,RKO
137,made_by,Astor,AR5,Astor
112,made_by,AIP,GH25,AIP
60,made_by,RKO,HHo3,RKO
161,made_by,Orion,BE23,Orion
38,made_by,MGM,BE34,MGM
36,made_by,U.A.,SK6,U.A.
165,made_by,Lorimar,AVL35,Lorimar
10,made_by,Universal,GeP40,Universal
161,made_by,Orion,LMa35,Orion
30,made_by,Warners,MR30,Warners
38,made_by,MGM,RDa3,MGM
38,made_by,MGM,RDa10,MGM
36,made_by,U.A.,SL1,U.A.
22,made_by,Paramount,SL20,Paramount
10,made_by,Universal,SS6,Universal
10,made_by,Universal,SS20,Universal
22,made_by,Paramount,SS34,Paramount
44,made_by,even Arts,ArP5,even Arts
10,made_by,Universal,FT7,Universal
38,made_by,MGM,FT8,MGM
38,made_by,MGM,FT16,MGM
38,made_by,MGM,FT18,MGM
38,made_by,MGM,FT21,MGM
36,made_by,U.A.,KRz36,U.A.
44,made_by,even Arts,DoS8,even Arts
135,made_by,Woodfall,TRs22,Woodfall
60,made_by,RKO,TRs23,RKO
22,made_by,Paramount,GOu20,Paramount
22,made_by,Paramount,FrF40,Paramount
112,made_by,AIP,GoH51,AIP
161,made_by,Orion,GRH11,Orion
169,made_by,TriStar,SP57,TriStar
75,made_by,Fox,DCh15,Fox
36,made_by,U.A.,FFC8,U.A.
161,made_by,Orion,FJS29,Orion
38,made_by,MGM,PTw1,MGM
161,made_by,Orion,IBo20,Orion
112,made_by,AIP,SkT1,AIP
112,made_by,AIP,JuF6,AIP
75,made_by,Fox,MlC10,Fox
75,made_by,Fox,CfO10,Fox
44,made_by,even Arts,JrS10,even Arts
170,made_by,NewLine,WBz13,NewLine
30,made_by,Warners,AlG11,Warners
30,made_by,Warners,WA14,Warners
60,made_by,RKO,FSc15,RKO
30,made_by,Warners,CEa21,Warners
60,made_by,RKO,CoH3,RKO
30,made_by,Warners,GgL1,Warners
50,made_by,Columbia,HJ1,Columbia
10,made_by,Universal,MvC30,Universal
75,made_by,Fox,RSa5,Fox
177,made_by,Taksen,StF5,Taksen
162,made_by,Fimways,RAC10,Fimways
75,made_by,Fox,RtY10,Fox
10,made_by,Universal,RtY15,Universal
22,made_by,Pramount,APa30,Pramount
152,made_by,Fantasy,DDu10,Fantasy
119,made_by,Malpaso,MCi1,Malpaso
10,made_by,Universal,MCi2,Universal
110,made_by,New World,ShM15,New World
161,made_by,Orion,LIC20,Orion
151,made_by,NWP,MMi10,NWP
161,made_by,Orion,CSr10,Orion
10,made_by,Universal,DLy5,Universal
75,made_by,Fox,JCm28,Fox
20,made_by,London,RS8,London
166,made_by,Buena Vista,RS28,Buena Vista
50,made_by,Columbia,HBe15,Columbia
162,made_by,Filmways,EBi10,Filmways
38,made_by,MGM,FRa10,MGM
50,made_by,Columba,GCl20,Columba
22,made_by,Paramount,JiA5,Paramount
161,made_by,Orion,MBm1,Orion
161,made_by,Orion,PHa10,Orion
165,made_by,Lorimar,TaH5,Lorimar
50,made_by,Columbia,FLg10,Columbia
36,made_by,U.A.,JJB1,U.A.
30,made_by,Warners,OlS18,Warners
50,made_by,Columbia,HJS10,Columbia
30,made_by,Warners,SuS20,Warners
75,made_by,Fox,UEd10,Fox
50,made_by,Columbia,WaW10,Columbia
22,made_by,Paramount,PGr10,Paramount
50,made_by,Columbia,RbR12,Columbia
50,made_by,Columbia,RbR14,Columbia
30,made_by,Warners,PBm1,Warners
30,made_by,Warners,ChS10,Warners
38,made_by,Goldwyn,ITu10,Goldwyn
75,made_by,Fox,KBg10,Fox
30,made_by,Warners,TiB5,Warners
30,made_by,Warners,TiB6,Warners
75,made_by,Fox,CCo6,Fox
30,made_by,Warners,AgH15,Warners
38,made_by,Goldwyn,KBr12,Goldwyn
38,made_by,Goldwyn,MNa13,Goldwyn
50,made_by,Columbia,MLm5,Columbia
158,made_by,Carolco,MiJ5,Carolco
166,made_by,Bueno Vista,PnM18,Bueno Vista
10,made_by,Universal,Z9070,Universal
30,made_by,Warners,AGl12,Warners
22,made_by,Paramount,DZu12,Paramount
50,made_by,Columbia,SLe10,Columbia
184,made_by,Regency,CrB10,Regency
166,made_by,Buena Vista,IMu10,Buena Vista
166,made_by,Buena Vista,IMu20,Buena Vista
163,made_by,Miramax,MLs10,Miramax
22,made_by,Paramount,PFr10,Paramount
30,made_by,Warners,GfD11,Warners
